source,target,type,impact_score,mitigation
T1371,IT-08274,TARGETS,0.56,Isoler IT-08274 et appliquer les correctifs pour T1371.
CVE-2020-4859,IT-09446,TARGETS,0.84,Isoler IT-09446 et appliquer les correctifs pour CVE-2020-4859.
CVE-2021-4394,IT-03068,TARGETS,0.83,Isoler IT-03068 et appliquer les correctifs pour CVE-2021-4394.
CVE-2021-8623,IT-06054,TARGETS,0.53,Isoler IT-06054 et appliquer les correctifs pour CVE-2021-8623.
CVE-2021-4911,IT-03069,TARGETS,0.67,Isoler IT-03069 et appliquer les correctifs pour CVE-2021-4911.
T3343,IT-00420,TARGETS,0.82,Isoler IT-00420 et appliquer les correctifs pour T3343.
T4048,IT-01474,TARGETS,0.63,Isoler IT-01474 et appliquer les correctifs pour T4048.
T1465,IT-08143,TARGETS,0.99,Isoler IT-08143 et appliquer les correctifs pour T1465.
T7935,IT-03607,TARGETS,0.84,Isoler IT-03607 et appliquer les correctifs pour T7935.
CVE-2020-2664,IT-05664,TARGETS,0.98,Isoler IT-05664 et appliquer les correctifs pour CVE-2020-2664.
CVE-2025-8746,IT-06407,TARGETS,0.53,Isoler IT-06407 et appliquer les correctifs pour CVE-2025-8746.
CVE-2022-6319,IT-05011,TARGETS,0.51,Isoler IT-05011 et appliquer les correctifs pour CVE-2022-6319.
CVE-2022-6242,IT-06218,TARGETS,0.8,Isoler IT-06218 et appliquer les correctifs pour CVE-2022-6242.
CVE-2022-6900,IT-06211,TARGETS,0.52,Isoler IT-06211 et appliquer les correctifs pour CVE-2022-6900.
CVE-2025-6938,IT-00470,TARGETS,0.74,Isoler IT-00470 et appliquer les correctifs pour CVE-2025-6938.
CVE-2023-5635,IT-03993,TARGETS,0.85,Isoler IT-03993 et appliquer les correctifs pour CVE-2023-5635.
CVE-2024-9332,IT-06569,TARGETS,0.67,Isoler IT-06569 et appliquer les correctifs pour CVE-2024-9332.
T8106,IT-09714,TARGETS,0.72,Isoler IT-09714 et appliquer les correctifs pour T8106.
CVE-2021-5000,IT-09865,TARGETS,0.64,Isoler IT-09865 et appliquer les correctifs pour CVE-2021-5000.
T9440,IT-02255,TARGETS,0.85,Isoler IT-02255 et appliquer les correctifs pour T9440.
CVE-2025-6821,IT-08308,TARGETS,0.91,Isoler IT-08308 et appliquer les correctifs pour CVE-2025-6821.
CVE-2023-2623,IT-05918,TARGETS,0.84,Isoler IT-05918 et appliquer les correctifs pour CVE-2023-2623.
T4501,IT-08325,TARGETS,0.97,Isoler IT-08325 et appliquer les correctifs pour T4501.
CVE-2025-6403,IT-07030,TARGETS,0.63,Isoler IT-07030 et appliquer les correctifs pour CVE-2025-6403.
CVE-2021-1024,IT-04433,TARGETS,0.95,Isoler IT-04433 et appliquer les correctifs pour CVE-2021-1024.
T2385,IT-03649,TARGETS,0.81,Isoler IT-03649 et appliquer les correctifs pour T2385.
T4233,IT-01625,TARGETS,0.92,Isoler IT-01625 et appliquer les correctifs pour T4233.
T6332,IT-04438,TARGETS,0.97,Isoler IT-04438 et appliquer les correctifs pour T6332.
T4233,IT-08090,TARGETS,0.98,Isoler IT-08090 et appliquer les correctifs pour T4233.
T6952,IT-05835,TARGETS,0.54,Isoler IT-05835 et appliquer les correctifs pour T6952.
CVE-2021-6588,IT-05376,TARGETS,0.74,Isoler IT-05376 et appliquer les correctifs pour CVE-2021-6588.
CVE-2020-7719,IT-08215,TARGETS,0.77,Isoler IT-08215 et appliquer les correctifs pour CVE-2020-7719.
CVE-2022-4419,IT-01959,TARGETS,0.79,Isoler IT-01959 et appliquer les correctifs pour CVE-2022-4419.
CVE-2022-3918,IT-06823,TARGETS,0.71,Isoler IT-06823 et appliquer les correctifs pour CVE-2022-3918.
CVE-2020-5545,IT-04524,TARGETS,0.63,Isoler IT-04524 et appliquer les correctifs pour CVE-2020-5545.
CVE-2020-1472,IT-08122,TARGETS,0.96,Isoler IT-08122 et appliquer les correctifs pour CVE-2020-1472.
T1371,IT-00561,TARGETS,0.7,Isoler IT-00561 et appliquer les correctifs pour T1371.
T4095,IT-09983,TARGETS,0.64,Isoler IT-09983 et appliquer les correctifs pour T4095.
T2653,IT-08155,TARGETS,0.85,Isoler IT-08155 et appliquer les correctifs pour T2653.
CVE-2021-3373,IT-02879,TARGETS,0.9,Isoler IT-02879 et appliquer les correctifs pour CVE-2021-3373.
CVE-2020-4215,IT-03231,TARGETS,0.74,Isoler IT-03231 et appliquer les correctifs pour CVE-2020-4215.
T6565,IT-03611,TARGETS,0.71,Isoler IT-03611 et appliquer les correctifs pour T6565.
CVE-2022-6656,IT-04656,TARGETS,0.62,Isoler IT-04656 et appliquer les correctifs pour CVE-2022-6656.
T5363,IT-03856,TARGETS,0.72,Isoler IT-03856 et appliquer les correctifs pour T5363.
T2903,IT-02234,TARGETS,0.67,Isoler IT-02234 et appliquer les correctifs pour T2903.
T7238,IT-09213,TARGETS,0.96,Isoler IT-09213 et appliquer les correctifs pour T7238.
CVE-2022-3238,IT-07931,TARGETS,0.8,Isoler IT-07931 et appliquer les correctifs pour CVE-2022-3238.
CVE-2022-4532,IT-03783,TARGETS,0.53,Isoler IT-03783 et appliquer les correctifs pour CVE-2022-4532.
T6952,IT-02873,TARGETS,0.66,Isoler IT-02873 et appliquer les correctifs pour T6952.
T6465,IT-02507,TARGETS,0.67,Isoler IT-02507 et appliquer les correctifs pour T6465.
CVE-2023-3960,IT-02407,TARGETS,0.56,Isoler IT-02407 et appliquer les correctifs pour CVE-2023-3960.
T6584,IT-09459,TARGETS,0.59,Isoler IT-09459 et appliquer les correctifs pour T6584.
T6869,IT-06630,TARGETS,0.86,Isoler IT-06630 et appliquer les correctifs pour T6869.
CVE-2021-5136,IT-00509,TARGETS,0.58,Isoler IT-00509 et appliquer les correctifs pour CVE-2021-5136.
CVE-2024-6843,IT-02573,TARGETS,0.81,Isoler IT-02573 et appliquer les correctifs pour CVE-2024-6843.
CVE-2023-2623,IT-05047,TARGETS,0.59,Isoler IT-05047 et appliquer les correctifs pour CVE-2023-2623.
T2228,IT-05378,TARGETS,0.95,Isoler IT-05378 et appliquer les correctifs pour T2228.
T3834,IT-09094,TARGETS,0.62,Isoler IT-09094 et appliquer les correctifs pour T3834.
T9816,IT-06620,TARGETS,0.74,Isoler IT-06620 et appliquer les correctifs pour T9816.
CVE-2020-6664,IT-08582,TARGETS,0.56,Isoler IT-08582 et appliquer les correctifs pour CVE-2020-6664.
CVE-2025-2628,IT-00640,TARGETS,0.93,Isoler IT-00640 et appliquer les correctifs pour CVE-2025-2628.
CVE-2025-5149,IT-06531,TARGETS,0.91,Isoler IT-06531 et appliquer les correctifs pour CVE-2025-5149.
T1855,IT-03800,TARGETS,0.71,Isoler IT-03800 et appliquer les correctifs pour T1855.
CVE-2020-9738,IT-06242,TARGETS,0.87,Isoler IT-06242 et appliquer les correctifs pour CVE-2020-9738.
T2230,IT-09524,TARGETS,0.55,Isoler IT-09524 et appliquer les correctifs pour T2230.
CVE-2021-6220,IT-09372,TARGETS,0.85,Isoler IT-09372 et appliquer les correctifs pour CVE-2021-6220.
CVE-2020-2108,IT-07441,TARGETS,0.52,Isoler IT-07441 et appliquer les correctifs pour CVE-2020-2108.
T9171,IT-08835,TARGETS,0.71,Isoler IT-08835 et appliquer les correctifs pour T9171.
T4197,IT-09692,TARGETS,0.79,Isoler IT-09692 et appliquer les correctifs pour T4197.
CVE-2025-7091,IT-01911,TARGETS,0.59,Isoler IT-01911 et appliquer les correctifs pour CVE-2025-7091.
CVE-2023-4074,IT-08607,TARGETS,0.55,Isoler IT-08607 et appliquer les correctifs pour CVE-2023-4074.
CVE-2022-6665,IT-04022,TARGETS,0.53,Isoler IT-04022 et appliquer les correctifs pour CVE-2022-6665.
T6774,IT-02022,TARGETS,0.81,Isoler IT-02022 et appliquer les correctifs pour T6774.
T7576,IT-08533,TARGETS,0.52,Isoler IT-08533 et appliquer les correctifs pour T7576.
T6093,IT-02989,TARGETS,0.73,Isoler IT-02989 et appliquer les correctifs pour T6093.
CVE-2024-4344,IT-08162,TARGETS,0.72,Isoler IT-08162 et appliquer les correctifs pour CVE-2024-4344.
CVE-2025-2298,IT-04368,TARGETS,0.9,Isoler IT-04368 et appliquer les correctifs pour CVE-2025-2298.
T3045,IT-09710,TARGETS,0.96,Isoler IT-09710 et appliquer les correctifs pour T3045.
T2067,IT-01125,TARGETS,0.76,Isoler IT-01125 et appliquer les correctifs pour T2067.
CVE-2025-8718,IT-00891,TARGETS,0.65,Isoler IT-00891 et appliquer les correctifs pour CVE-2025-8718.
T7653,IT-09366,TARGETS,0.65,Isoler IT-09366 et appliquer les correctifs pour T7653.
CVE-2022-8634,IT-08566,TARGETS,0.75,Isoler IT-08566 et appliquer les correctifs pour CVE-2022-8634.
T8179,IT-07150,TARGETS,0.63,Isoler IT-07150 et appliquer les correctifs pour T8179.
T4233,IT-08999,TARGETS,0.59,Isoler IT-08999 et appliquer les correctifs pour T4233.
T7652,IT-03982,TARGETS,0.85,Isoler IT-03982 et appliquer les correctifs pour T7652.
T3639,IT-00104,TARGETS,0.97,Isoler IT-00104 et appliquer les correctifs pour T3639.
T5497,IT-04035,TARGETS,0.53,Isoler IT-04035 et appliquer les correctifs pour T5497.
T7238,IT-07774,TARGETS,0.68,Isoler IT-07774 et appliquer les correctifs pour T7238.
T9096,IT-09474,TARGETS,0.51,Isoler IT-09474 et appliquer les correctifs pour T9096.
T7410,IT-01642,TARGETS,0.69,Isoler IT-01642 et appliquer les correctifs pour T7410.
T5363,IT-02573,TARGETS,0.66,Isoler IT-02573 et appliquer les correctifs pour T5363.
T6266,IT-00147,TARGETS,0.57,Isoler IT-00147 et appliquer les correctifs pour T6266.
CVE-2022-2517,IT-09389,TARGETS,0.66,Isoler IT-09389 et appliquer les correctifs pour CVE-2022-2517.
T8832,IT-08691,TARGETS,0.85,Isoler IT-08691 et appliquer les correctifs pour T8832.
T8517,IT-01023,TARGETS,0.9,Isoler IT-01023 et appliquer les correctifs pour T8517.
T9087,IT-04380,TARGETS,0.86,Isoler IT-04380 et appliquer les correctifs pour T9087.
CVE-2020-1703,IT-04459,TARGETS,0.77,Isoler IT-04459 et appliquer les correctifs pour CVE-2020-1703.
CVE-2020-4520,IT-05155,TARGETS,0.98,Isoler IT-05155 et appliquer les correctifs pour CVE-2020-4520.
T3953,IT-08042,TARGETS,0.9,Isoler IT-08042 et appliquer les correctifs pour T3953.
CVE-2021-1382,IT-06407,TARGETS,0.82,Isoler IT-06407 et appliquer les correctifs pour CVE-2021-1382.
CVE-2022-2338,IT-03125,TARGETS,0.94,Isoler IT-03125 et appliquer les correctifs pour CVE-2022-2338.
T8171,IT-06389,TARGETS,0.83,Isoler IT-06389 et appliquer les correctifs pour T8171.
T7083,IT-06686,TARGETS,0.76,Isoler IT-06686 et appliquer les correctifs pour T7083.
CVE-2023-3301,IT-01682,TARGETS,0.91,Isoler IT-01682 et appliquer les correctifs pour CVE-2023-3301.
CVE-2021-8064,IT-09470,TARGETS,0.65,Isoler IT-09470 et appliquer les correctifs pour CVE-2021-8064.
T5108,IT-04452,TARGETS,0.6,Isoler IT-04452 et appliquer les correctifs pour T5108.
CVE-2021-9039,IT-06097,TARGETS,0.84,Isoler IT-06097 et appliquer les correctifs pour CVE-2021-9039.
CVE-2020-1472,IT-03000,TARGETS,0.75,Isoler IT-03000 et appliquer les correctifs pour CVE-2020-1472.
T2340,IT-08309,TARGETS,0.94,Isoler IT-08309 et appliquer les correctifs pour T2340.
T1185,IT-07410,TARGETS,0.68,Isoler IT-07410 et appliquer les correctifs pour T1185.
T8243,IT-00211,TARGETS,0.72,Isoler IT-00211 et appliquer les correctifs pour T8243.
CVE-2022-4419,IT-05629,TARGETS,0.68,Isoler IT-05629 et appliquer les correctifs pour CVE-2022-4419.
CVE-2020-7719,IT-03958,TARGETS,0.99,Isoler IT-03958 et appliquer les correctifs pour CVE-2020-7719.
T5173,IT-08819,TARGETS,0.55,Isoler IT-08819 et appliquer les correctifs pour T5173.
CVE-2023-4393,IT-09406,TARGETS,0.66,Isoler IT-09406 et appliquer les correctifs pour CVE-2023-4393.
T8056,IT-09747,TARGETS,0.88,Isoler IT-09747 et appliquer les correctifs pour T8056.
CVE-2021-8129,IT-04394,TARGETS,0.87,Isoler IT-04394 et appliquer les correctifs pour CVE-2021-8129.
T7181,IT-00547,TARGETS,0.61,Isoler IT-00547 et appliquer les correctifs pour T7181.
CVE-2024-2912,IT-05049,TARGETS,0.72,Isoler IT-05049 et appliquer les correctifs pour CVE-2024-2912.
CVE-2024-4344,IT-09416,TARGETS,0.76,Isoler IT-09416 et appliquer les correctifs pour CVE-2024-4344.
CVE-2024-5237,IT-02672,TARGETS,0.57,Isoler IT-02672 et appliquer les correctifs pour CVE-2024-5237.
CVE-2025-4740,IT-03617,TARGETS,0.63,Isoler IT-03617 et appliquer les correctifs pour CVE-2025-4740.
T4872,IT-00669,TARGETS,0.52,Isoler IT-00669 et appliquer les correctifs pour T4872.
T1025,IT-06685,TARGETS,0.53,Isoler IT-06685 et appliquer les correctifs pour T1025.
T3175,IT-06515,TARGETS,0.55,Isoler IT-06515 et appliquer les correctifs pour T3175.
T5950,IT-06157,TARGETS,0.79,Isoler IT-06157 et appliquer les correctifs pour T5950.
T9920,IT-08965,TARGETS,0.69,Isoler IT-08965 et appliquer les correctifs pour T9920.
T3080,IT-09919,TARGETS,0.59,Isoler IT-09919 et appliquer les correctifs pour T3080.
CVE-2020-1691,IT-06869,TARGETS,0.87,Isoler IT-06869 et appliquer les correctifs pour CVE-2020-1691.
CVE-2022-1756,IT-07963,TARGETS,0.87,Isoler IT-07963 et appliquer les correctifs pour CVE-2022-1756.
CVE-2023-3541,IT-08440,TARGETS,0.69,Isoler IT-08440 et appliquer les correctifs pour CVE-2023-3541.
CVE-2023-5960,IT-02221,TARGETS,0.96,Isoler IT-02221 et appliquer les correctifs pour CVE-2023-5960.
CVE-2022-6568,IT-08267,TARGETS,0.86,Isoler IT-08267 et appliquer les correctifs pour CVE-2022-6568.
CVE-2023-2350,IT-05237,TARGETS,0.9,Isoler IT-05237 et appliquer les correctifs pour CVE-2023-2350.
T6606,IT-04576,TARGETS,0.65,Isoler IT-04576 et appliquer les correctifs pour T6606.
CVE-2021-1706,IT-07087,TARGETS,0.84,Isoler IT-07087 et appliquer les correctifs pour CVE-2021-1706.
T3154,IT-01916,TARGETS,0.53,Isoler IT-01916 et appliquer les correctifs pour T3154.
T2798,IT-05730,TARGETS,0.78,Isoler IT-05730 et appliquer les correctifs pour T2798.
T9375,IT-08555,TARGETS,0.53,Isoler IT-08555 et appliquer les correctifs pour T9375.
T4721,IT-04153,TARGETS,0.98,Isoler IT-04153 et appliquer les correctifs pour T4721.
T6752,IT-07109,TARGETS,0.97,Isoler IT-07109 et appliquer les correctifs pour T6752.
T3855,IT-02946,TARGETS,0.72,Isoler IT-02946 et appliquer les correctifs pour T3855.
CVE-2022-1080,IT-00508,TARGETS,0.65,Isoler IT-00508 et appliquer les correctifs pour CVE-2022-1080.
CVE-2022-3331,IT-04228,TARGETS,0.69,Isoler IT-04228 et appliquer les correctifs pour CVE-2022-3331.
T5967,IT-08437,TARGETS,0.72,Isoler IT-08437 et appliquer les correctifs pour T5967.
T3980,IT-09087,TARGETS,0.61,Isoler IT-09087 et appliquer les correctifs pour T3980.
T8676,IT-08220,TARGETS,0.68,Isoler IT-08220 et appliquer les correctifs pour T8676.
CVE-2025-3978,IT-07561,TARGETS,0.5,Isoler IT-07561 et appliquer les correctifs pour CVE-2025-3978.
CVE-2020-2327,IT-06614,TARGETS,0.83,Isoler IT-06614 et appliquer les correctifs pour CVE-2020-2327.
T8446,IT-04928,TARGETS,0.75,Isoler IT-04928 et appliquer les correctifs pour T8446.
T7721,IT-01258,TARGETS,0.51,Isoler IT-01258 et appliquer les correctifs pour T7721.
CVE-2023-9434,IT-07707,TARGETS,0.76,Isoler IT-07707 et appliquer les correctifs pour CVE-2023-9434.
T9470,IT-08335,TARGETS,0.81,Isoler IT-08335 et appliquer les correctifs pour T9470.
CVE-2023-8871,IT-05988,TARGETS,0.74,Isoler IT-05988 et appliquer les correctifs pour CVE-2023-8871.
T8834,IT-06986,TARGETS,0.72,Isoler IT-06986 et appliquer les correctifs pour T8834.
T3984,IT-01292,TARGETS,0.95,Isoler IT-01292 et appliquer les correctifs pour T3984.
CVE-2024-2709,IT-07128,TARGETS,0.67,Isoler IT-07128 et appliquer les correctifs pour CVE-2024-2709.
CVE-2024-4917,IT-04848,TARGETS,0.9,Isoler IT-04848 et appliquer les correctifs pour CVE-2024-4917.
T7788,IT-03877,TARGETS,0.63,Isoler IT-03877 et appliquer les correctifs pour T7788.
CVE-2023-8871,IT-05186,TARGETS,0.69,Isoler IT-05186 et appliquer les correctifs pour CVE-2023-8871.
CVE-2022-9007,IT-01127,TARGETS,0.55,Isoler IT-01127 et appliquer les correctifs pour CVE-2022-9007.
T4160,IT-01112,TARGETS,0.68,Isoler IT-01112 et appliquer les correctifs pour T4160.
CVE-2023-8496,IT-03615,TARGETS,0.5,Isoler IT-03615 et appliquer les correctifs pour CVE-2023-8496.
T4499,IT-04793,TARGETS,0.7,Isoler IT-04793 et appliquer les correctifs pour T4499.
T6175,IT-07019,TARGETS,0.95,Isoler IT-07019 et appliquer les correctifs pour T6175.
T3714,IT-00613,TARGETS,0.97,Isoler IT-00613 et appliquer les correctifs pour T3714.
CVE-2022-6682,IT-07007,TARGETS,0.8,Isoler IT-07007 et appliquer les correctifs pour CVE-2022-6682.
T7781,IT-03165,TARGETS,0.67,Isoler IT-03165 et appliquer les correctifs pour T7781.
CVE-2025-4656,IT-03208,TARGETS,0.86,Isoler IT-03208 et appliquer les correctifs pour CVE-2025-4656.
T5057,IT-08771,TARGETS,0.65,Isoler IT-08771 et appliquer les correctifs pour T5057.
T3672,IT-01765,TARGETS,0.94,Isoler IT-01765 et appliquer les correctifs pour T3672.
T6837,IT-02535,TARGETS,0.69,Isoler IT-02535 et appliquer les correctifs pour T6837.
CVE-2022-2409,IT-08463,TARGETS,0.91,Isoler IT-08463 et appliquer les correctifs pour CVE-2022-2409.
T8328,IT-09739,TARGETS,0.51,Isoler IT-09739 et appliquer les correctifs pour T8328.
T3477,IT-09919,TARGETS,0.89,Isoler IT-09919 et appliquer les correctifs pour T3477.
CVE-2021-5267,IT-09007,TARGETS,0.62,Isoler IT-09007 et appliquer les correctifs pour CVE-2021-5267.
T7395,IT-07586,TARGETS,0.61,Isoler IT-07586 et appliquer les correctifs pour T7395.
T8328,IT-02794,TARGETS,0.96,Isoler IT-02794 et appliquer les correctifs pour T8328.
CVE-2025-6357,IT-07627,TARGETS,0.58,Isoler IT-07627 et appliquer les correctifs pour CVE-2025-6357.
CVE-2025-8720,IT-00936,TARGETS,0.7,Isoler IT-00936 et appliquer les correctifs pour CVE-2025-8720.
CVE-2021-1384,IT-06190,TARGETS,0.74,Isoler IT-06190 et appliquer les correctifs pour CVE-2021-1384.
CVE-2021-8129,IT-07348,TARGETS,0.77,Isoler IT-07348 et appliquer les correctifs pour CVE-2021-8129.
T1150,IT-07380,TARGETS,0.93,Isoler IT-07380 et appliquer les correctifs pour T1150.
T5150,IT-06609,TARGETS,0.94,Isoler IT-06609 et appliquer les correctifs pour T5150.
T3156,IT-02925,TARGETS,0.82,Isoler IT-02925 et appliquer les correctifs pour T3156.
CVE-2022-3238,IT-01322,TARGETS,0.88,Isoler IT-01322 et appliquer les correctifs pour CVE-2022-3238.
CVE-2023-3960,IT-06865,TARGETS,0.87,Isoler IT-06865 et appliquer les correctifs pour CVE-2023-3960.
T6332,IT-03051,TARGETS,0.79,Isoler IT-03051 et appliquer les correctifs pour T6332.
T7365,IT-00753,TARGETS,0.91,Isoler IT-00753 et appliquer les correctifs pour T7365.
CVE-2024-1772,IT-05701,TARGETS,0.55,Isoler IT-05701 et appliquer les correctifs pour CVE-2024-1772.
CVE-2025-7923,IT-07229,TARGETS,1.0,Isoler IT-07229 et appliquer les correctifs pour CVE-2025-7923.
CVE-2025-4740,IT-06097,TARGETS,0.55,Isoler IT-06097 et appliquer les correctifs pour CVE-2025-4740.
CVE-2025-9346,IT-01099,TARGETS,0.67,Isoler IT-01099 et appliquer les correctifs pour CVE-2025-9346.
CVE-2023-4076,IT-00125,TARGETS,0.96,Isoler IT-00125 et appliquer les correctifs pour CVE-2023-4076.
CVE-2021-1872,IT-09165,TARGETS,0.55,Isoler IT-09165 et appliquer les correctifs pour CVE-2021-1872.
CVE-2023-3784,IT-02029,TARGETS,0.52,Isoler IT-02029 et appliquer les correctifs pour CVE-2023-3784.
CVE-2020-8730,IT-01395,TARGETS,0.59,Isoler IT-01395 et appliquer les correctifs pour CVE-2020-8730.
T7048,IT-01862,TARGETS,0.89,Isoler IT-01862 et appliquer les correctifs pour T7048.
CVE-2020-6812,IT-00500,TARGETS,0.79,Isoler IT-00500 et appliquer les correctifs pour CVE-2020-6812.
CVE-2020-4472,IT-06696,TARGETS,0.7,Isoler IT-06696 et appliquer les correctifs pour CVE-2020-4472.
CVE-2025-6656,IT-05176,TARGETS,0.75,Isoler IT-05176 et appliquer les correctifs pour CVE-2025-6656.
CVE-2022-2053,IT-00407,TARGETS,0.53,Isoler IT-00407 et appliquer les correctifs pour CVE-2022-2053.
CVE-2024-6145,IT-06756,TARGETS,0.82,Isoler IT-06756 et appliquer les correctifs pour CVE-2024-6145.
CVE-2022-8754,IT-00508,TARGETS,0.82,Isoler IT-00508 et appliquer les correctifs pour CVE-2022-8754.
T5963,IT-03511,TARGETS,0.56,Isoler IT-03511 et appliquer les correctifs pour T5963.
T4499,IT-09753,TARGETS,0.76,Isoler IT-09753 et appliquer les correctifs pour T4499.
T1101,IT-02965,TARGETS,0.89,Isoler IT-02965 et appliquer les correctifs pour T1101.
CVE-2022-8689,IT-08944,TARGETS,0.78,Isoler IT-08944 et appliquer les correctifs pour CVE-2022-8689.
T9076,IT-03784,TARGETS,0.65,Isoler IT-03784 et appliquer les correctifs pour T9076.
CVE-2025-9800,IT-08445,TARGETS,0.78,Isoler IT-08445 et appliquer les correctifs pour CVE-2025-9800.
T8520,IT-04300,TARGETS,0.75,Isoler IT-04300 et appliquer les correctifs pour T8520.
T7511,IT-05818,TARGETS,0.82,Isoler IT-05818 et appliquer les correctifs pour T7511.
T5645,IT-03757,TARGETS,0.57,Isoler IT-03757 et appliquer les correctifs pour T5645.
CVE-2022-9007,IT-07451,TARGETS,0.62,Isoler IT-07451 et appliquer les correctifs pour CVE-2022-9007.
T1995,IT-08131,TARGETS,0.72,Isoler IT-08131 et appliquer les correctifs pour T1995.
T2119,IT-01177,TARGETS,0.52,Isoler IT-01177 et appliquer les correctifs pour T2119.
CVE-2021-3251,IT-09142,TARGETS,0.95,Isoler IT-09142 et appliquer les correctifs pour CVE-2021-3251.
T8738,IT-06472,TARGETS,0.64,Isoler IT-06472 et appliquer les correctifs pour T8738.
CVE-2022-4176,IT-04500,TARGETS,0.98,Isoler IT-04500 et appliquer les correctifs pour CVE-2022-4176.
CVE-2024-9120,IT-06609,TARGETS,0.78,Isoler IT-06609 et appliquer les correctifs pour CVE-2024-9120.
CVE-2025-3953,IT-00476,TARGETS,0.97,Isoler IT-00476 et appliquer les correctifs pour CVE-2025-3953.
T5181,IT-09719,TARGETS,0.56,Isoler IT-09719 et appliquer les correctifs pour T5181.
T1587,IT-08285,TARGETS,0.53,Isoler IT-08285 et appliquer les correctifs pour T1587.
CVE-2022-6665,IT-04257,TARGETS,0.93,Isoler IT-04257 et appliquer les correctifs pour CVE-2022-6665.
T8271,IT-06546,TARGETS,0.66,Isoler IT-06546 et appliquer les correctifs pour T8271.
CVE-2021-3659,IT-01272,TARGETS,0.54,Isoler IT-01272 et appliquer les correctifs pour CVE-2021-3659.
T2495,IT-09499,TARGETS,0.74,Isoler IT-09499 et appliquer les correctifs pour T2495.
CVE-2020-3818,IT-00330,TARGETS,0.63,Isoler IT-00330 et appliquer les correctifs pour CVE-2020-3818.
CVE-2024-1089,IT-05140,TARGETS,0.6,Isoler IT-05140 et appliquer les correctifs pour CVE-2024-1089.
CVE-2023-1925,IT-04346,TARGETS,0.5,Isoler IT-04346 et appliquer les correctifs pour CVE-2023-1925.
T2866,IT-08155,TARGETS,0.76,Isoler IT-08155 et appliquer les correctifs pour T2866.
T5498,IT-06350,TARGETS,0.71,Isoler IT-06350 et appliquer les correctifs pour T5498.
CVE-2020-5200,IT-06106,TARGETS,0.58,Isoler IT-06106 et appliquer les correctifs pour CVE-2020-5200.
T6816,IT-07575,TARGETS,0.6,Isoler IT-07575 et appliquer les correctifs pour T6816.
T8036,IT-08178,TARGETS,0.86,Isoler IT-08178 et appliquer les correctifs pour T8036.
CVE-2022-4745,IT-07306,TARGETS,0.79,Isoler IT-07306 et appliquer les correctifs pour CVE-2022-4745.
T6443,IT-03775,TARGETS,0.66,Isoler IT-03775 et appliquer les correctifs pour T6443.
CVE-2024-1623,IT-00737,TARGETS,0.62,Isoler IT-00737 et appliquer les correctifs pour CVE-2024-1623.
T8605,IT-01999,TARGETS,0.93,Isoler IT-01999 et appliquer les correctifs pour T8605.
CVE-2023-8115,IT-01811,TARGETS,0.79,Isoler IT-01811 et appliquer les correctifs pour CVE-2023-8115.
CVE-2021-1819,IT-03652,TARGETS,0.68,Isoler IT-03652 et appliquer les correctifs pour CVE-2021-1819.
T4754,IT-06870,TARGETS,0.52,Isoler IT-06870 et appliquer les correctifs pour T4754.
T3915,IT-05645,TARGETS,0.9,Isoler IT-05645 et appliquer les correctifs pour T3915.
T2439,IT-04995,TARGETS,0.76,Isoler IT-04995 et appliquer les correctifs pour T2439.
CVE-2025-4068,IT-00697,TARGETS,0.89,Isoler IT-00697 et appliquer les correctifs pour CVE-2025-4068.
CVE-2024-5807,IT-09377,TARGETS,0.69,Isoler IT-09377 et appliquer les correctifs pour CVE-2024-5807.
T3449,IT-03801,TARGETS,0.63,Isoler IT-03801 et appliquer les correctifs pour T3449.
T3156,IT-08818,TARGETS,0.71,Isoler IT-08818 et appliquer les correctifs pour T3156.
CVE-2023-4016,IT-04008,TARGETS,0.78,Isoler IT-04008 et appliquer les correctifs pour CVE-2023-4016.
CVE-2021-6236,IT-02250,TARGETS,0.94,Isoler IT-02250 et appliquer les correctifs pour CVE-2021-6236.
CVE-2020-3789,IT-00229,TARGETS,0.54,Isoler IT-00229 et appliquer les correctifs pour CVE-2020-3789.
CVE-2020-2796,IT-05198,TARGETS,0.75,Isoler IT-05198 et appliquer les correctifs pour CVE-2020-2796.
T1654,IT-06439,TARGETS,0.67,Isoler IT-06439 et appliquer les correctifs pour T1654.
T3631,IT-01215,TARGETS,0.93,Isoler IT-01215 et appliquer les correctifs pour T3631.
T1465,IT-00373,TARGETS,0.86,Isoler IT-00373 et appliquer les correctifs pour T1465.
CVE-2020-2108,IT-08259,TARGETS,0.69,Isoler IT-08259 et appliquer les correctifs pour CVE-2020-2108.
CVE-2024-7538,IT-08195,TARGETS,0.53,Isoler IT-08195 et appliquer les correctifs pour CVE-2024-7538.
T5619,IT-05328,TARGETS,0.51,Isoler IT-05328 et appliquer les correctifs pour T5619.
CVE-2021-5540,IT-09724,TARGETS,0.9,Isoler IT-09724 et appliquer les correctifs pour CVE-2021-5540.
T1044,IT-08724,TARGETS,0.72,Isoler IT-08724 et appliquer les correctifs pour T1044.
T5102,IT-07223,TARGETS,0.95,Isoler IT-07223 et appliquer les correctifs pour T5102.
CVE-2021-1872,IT-03855,TARGETS,0.59,Isoler IT-03855 et appliquer les correctifs pour CVE-2021-1872.
CVE-2021-9039,IT-02279,TARGETS,0.79,Isoler IT-02279 et appliquer les correctifs pour CVE-2021-9039.
